company,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
apple,4.0,5.0,5.0,4.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,1.0,2.0,5.0,3.0,3.0
apple,5.0,5.0,4.0,5.0,4.0
apple,3.0,4.0,5.0,5.0,4.0
apple,5.0,5.0,3.0,5.0,5.0
apple,1.0,5.0,5.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,3.0,5.0,3.0
apple,4.0,5.0,4.0,3.0,5.0
apple,4.0,4.0,4.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,5.0,4.0,4.0
apple,4.0,5.0,1.0,5.0,3.0
apple,5.0,5.0,3.0,3.0,4.0
apple,2.0,4.0,3.0,5.0,3.0
apple,5.0,5.0,4.0,4.0,5.0
apple,3.0,4.0,3.0,4.0,4.0
apple,4.0,4.0,5.0,5.0,4.0
apple,3.0,4.0,4.0,3.0,3.0
apple,3.0,5.0,2.0,4.0,2.0
apple,2.0,4.0,3.0,5.0,3.0
apple,3.0,5.0,4.0,4.0,3.0
apple,1.0,2.0,3.0,3.0,2.0
apple,3.0,4.0,3.0,4.0,3.0
apple,1.0,5.0,2.0,5.0,3.0
apple,1.0,2.0,3.0,5.0,2.0
apple,2.0,4.0,4.0,4.0,4.0
apple,3.0,3.0,3.0,4.0,3.0
apple,2.0,4.0,3.0,3.0,3.0
apple,3.0,4.0,4.0,3.0,4.0
apple,4.0,5.0,4.0,4.0,5.0
apple,2.0,5.0,2.0,3.0,5.0
apple,3.0,5.0,2.0,4.0,3.0
apple,2.0,3.0,3.0,3.0,3.0
apple,3.0,3.0,2.0,4.0,1.0
apple,3.0,3.0,4.0,4.0,1.0
apple,3.0,5.0,4.0,4.0,4.0
apple,3.0,4.0,2.0,3.0,4.0
apple,4.0,5.0,4.0,5.0,4.0
apple,1.0,3.0,3.0,1.0,2.0
apple,1.0,3.0,1.0,2.0,1.0
apple,5.0,5.0,3.0,4.0,4.0
apple,2.0,2.0,2.0,5.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,4.0,4.0
apple,4.0,5.0,5.0,5.0,4.0
apple,3.0,4.0,1.0,2.0,2.0
apple,2.0,5.0,4.0,4.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,5.0,4.0,3.0,4.0,2.0
apple,5.0,3.0,5.0,4.0,3.0
apple,3.0,4.0,5.0,4.0,4.0
apple,3.0,3.0,4.0,5.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,2.0,1.0,2.0,1.0
apple,3.0,5.0,4.0,5.0,4.0
apple,1.0,3.0,3.0,4.0,4.0
apple,4.0,5.0,2.0,4.0,3.0
apple,3.0,3.0,4.0,4.0,4.0
apple,3.0,4.0,3.0,4.0,3.0
apple,1.0,1.0,1.0,5.0,1.0
apple,1.0,5.0,5.0,3.0,1.0
apple,3.0,2.0,3.0,2.0,2.0
apple,5.0,5.0,5.0,4.0,4.0
apple,3.0,5.0,1.0,4.0,2.0
apple,1.0,4.0,2.0,2.0,2.0
apple,5.0,5.0,3.0,5.0,3.0
apple,4.0,4.0,4.0,4.0,3.0
apple,2.0,2.0,3.0,3.0,2.0
apple,3.0,3.0,2.0,5.0,1.0
apple,5.0,5.0,5.0,5.0,4.0
apple,3.0,5.0,5.0,5.0,3.0
apple,5.0,5.0,3.0,2.0,4.0
apple,1.0,2.0,2.0,3.0,3.0
apple,5.0,4.0,2.0,3.0,4.0
apple,4.0,4.0,5.0,5.0,3.0
apple,4.0,4.0,4.0,4.0,4.0
apple,3.0,5.0,4.0,5.0,5.0
apple,4.0,1.0,5.0,4.0,1.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,4.0,4.0,4.0,2.0
apple,2.0,3.0,4.0,4.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,4.0,5.0
apple,3.0,5.0,3.0,4.0,3.0
apple,3.0,3.0,3.0,4.0,3.0
apple,3.0,3.0,2.0,3.0,2.0
apple,3.0,5.0,4.0,4.0,4.0
apple,1.0,4.0,1.0,4.0,3.0
apple,2.0,2.0,2.0,3.0,1.0
apple,3.0,3.0,3.0,4.0,2.0
apple,5.0,3.0,3.0,5.0,3.0
apple,4.0,4.0,4.0,4.0,4.0
apple,5.0,3.0,4.0,4.0,5.0
apple,3.0,4.0,3.0,5.0,4.0
apple,2.0,5.0,4.0,3.0,3.0
apple,5.0,4.0,4.0,4.0,4.0
apple,1.0,3.0,1.0,3.0,1.0
apple,5.0,5.0,5.0,3.0,5.0
apple,2.0,5.0,3.0,4.0,5.0
apple,1.0,3.0,2.0,3.0,3.0
apple,5.0,5.0,4.0,3.0,3.0
apple,2.0,3.0,5.0,5.0,3.0
apple,2.0,4.0,4.0,5.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,1.0,2.0,2.0,1.0
apple,3.0,3.0,3.0,4.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,1.0,2.0,1.0,3.0,1.0
apple,3.0,3.0,2.0,4.0,1.0
apple,2.0,3.0,3.0,5.0,4.0
apple,4.0,5.0,3.0,3.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,4.0,4.0,4.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,4.0,5.0
apple,4.0,5.0,4.0,4.0,4.0
apple,5.0,5.0,3.0,3.0,5.0
apple,5.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,2.0,3.0,4.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,3.0,3.0,5.0,3.0
apple,1.0,4.0,2.0,3.0,4.0
apple,4.0,4.0,4.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,3.0,5.0
apple,3.0,5.0,5.0,5.0,3.0
apple,5.0,5.0,3.0,5.0,4.0
apple,2.0,4.0,4.0,4.0,4.0
apple,2.0,4.0,4.0,4.0,4.0
apple,5.0,3.0,1.0,5.0,2.0
apple,2.0,3.0,3.0,3.0,1.0
apple,3.0,4.0,2.0,5.0,2.0
apple,4.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,3.0,4.0
apple,2.0,2.0,1.0,3.0,2.0
apple,1.0,2.0,4.0,5.0,1.0
apple,4.0,4.0,2.0,5.0,4.0
apple,4.0,5.0,4.0,5.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,4.0,4.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,4.0,4.0,4.0
apple,1.0,4.0,1.0,4.0,1.0
apple,1.0,2.0,2.0,3.0,1.0
apple,1.0,3.0,3.0,4.0,4.0
apple,1.0,3.0,3.0,2.0,2.0
apple,3.0,5.0,5.0,5.0,4.0
apple,5.0,5.0,3.0,5.0,5.0
apple,3.0,5.0,4.0,4.0,2.0
apple,2.0,1.0,2.0,3.0,1.0
apple,1.0,4.0,4.0,3.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,4.0,3.0
apple,5.0,5.0,4.0,5.0,4.0
apple,3.0,5.0,1.0,5.0,3.0
apple,2.0,2.0,2.0,2.0,2.0
apple,3.0,2.0,1.0,4.0,1.0
apple,4.0,4.0,3.0,4.0,4.0
apple,4.0,5.0,3.0,3.0,4.0
apple,2.0,3.0,4.0,4.0,3.0
apple,3.0,5.0,2.0,5.0,2.0
apple,3.0,3.0,2.0,5.0,1.0
apple,2.0,4.0,3.0,4.0,4.0
apple,1.0,5.0,2.0,3.0,4.0
apple,3.0,5.0,4.0,4.0,4.0
apple,4.0,3.0,3.0,3.0,3.0
apple,4.0,5.0,3.0,4.0,4.0
apple,5.0,4.0,5.0,5.0,3.0
apple,1.0,5.0,4.0,2.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,3.0,4.0,4.0,4.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,4.0,5.0,2.0,5.0,4.0
apple,4.0,4.0,3.0,4.0,3.0
apple,1.0,5.0,3.0,3.0,1.0
apple,5.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,4.0,4.0,4.0
apple,4.0,4.0,4.0,4.0,3.0
apple,1.0,2.0,4.0,4.0,2.0
apple,1.0,5.0,3.0,3.0,2.0
apple,5.0,5.0,3.0,5.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,4.0,4.0,4.0
apple,3.0,1.0,3.0,3.0,2.0
apple,5.0,5.0,4.0,4.0,4.0
apple,3.0,3.0,3.0,3.0,3.0
apple,4.0,5.0,3.0,4.0,4.0
apple,2.0,4.0,4.0,2.0,3.0
apple,5.0,5.0,5.0,5.0,4.0
apple,2.0,3.0,3.0,4.0,3.0
apple,3.0,5.0,4.0,5.0,2.0
apple,4.0,4.0,4.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,5.0,5.0
apple,3.0,4.0,4.0,4.0,4.0
apple,1.0,3.0,3.0,4.0,4.0
apple,1.0,4.0,5.0,4.0,3.0
apple,2.0,4.0,3.0,4.0,4.0
apple,2.0,5.0,3.0,4.0,3.0
apple,2.0,5.0,4.0,3.0,3.0
apple,4.0,2.0,2.0,3.0,3.0
apple,1.0,1.0,1.0,5.0,3.0
apple,4.0,5.0,3.0,3.0,3.0
apple,3.0,5.0,5.0,5.0,4.0
apple,3.0,3.0,4.0,3.0,3.0
apple,3.0,5.0,5.0,4.0,3.0
apple,1.0,4.0,3.0,5.0,4.0
apple,3.0,4.0,1.0,4.0,1.0
apple,3.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,5.0,5.0,5.0
apple,3.0,2.0,3.0,5.0,1.0
apple,3.0,5.0,5.0,4.0,5.0
apple,3.0,5.0,4.0,4.0,4.0
apple,4.0,3.0,1.0,2.0,3.0
apple,2.0,5.0,2.0,5.0,1.0
apple,4.0,4.0,4.0,4.0,4.0
apple,1.0,4.0,4.0,4.0,4.0
apple,3.0,5.0,4.0,5.0,5.0
apple,5.0,3.0,2.0,5.0,2.0
apple,4.0,5.0,3.0,3.0,2.0
apple,3.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,4.0,5.0,3.0
apple,2.0,4.0,4.0,4.0,3.0
apple,4.0,5.0,5.0,5.0,4.0
apple,1.0,5.0,4.0,3.0,5.0
apple,3.0,2.0,2.0,4.0,2.0
apple,4.0,5.0,5.0,4.0,4.0
apple,5.0,4.0,3.0,3.0,3.0
apple,4.0,4.0,1.0,4.0,2.0
apple,1.0,2.0,2.0,5.0,5.0
apple,1.0,1.0,1.0,5.0,1.0
apple,4.0,5.0,3.0,5.0,5.0
apple,3.0,4.0,3.0,3.0,3.0
apple,4.0,5.0,4.0,5.0,5.0
apple,3.0,4.0,3.0,3.0,4.0
apple,1.0,4.0,2.0,1.0,1.0
apple,3.0,5.0,2.0,5.0,5.0
apple,3.0,4.0,4.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,3.0,3.0,3.0,3.0
apple,1.0,4.0,3.0,5.0,3.0
apple,4.0,4.0,4.0,4.0,4.0
apple,3.0,4.0,4.0,5.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,3.0,5.0,5.0
apple,3.0,5.0,3.0,2.0,5.0
apple,4.0,5.0,3.0,3.0,3.0
apple,2.0,5.0,2.0,5.0,4.0
apple,3.0,3.0,4.0,5.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,3.0,1.0,3.0,1.0
apple,2.0,4.0,4.0,4.0,3.0
apple,4.0,5.0,3.0,3.0,2.0
apple,3.0,5.0,3.0,4.0,3.0
apple,4.0,4.0,4.0,4.0,4.0
apple,3.0,4.0,4.0,2.0,4.0
apple,3.0,2.0,4.0,5.0,2.0
apple,3.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,4.0,4.0,4.0,4.0
apple,2.0,5.0,1.0,1.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,2.0,3.0,4.0,1.0
apple,2.0,5.0,3.0,5.0,3.0
apple,1.0,4.0,5.0,4.0,5.0
apple,2.0,4.0,4.0,3.0,4.0
apple,3.0,3.0,2.0,3.0,3.0
apple,4.0,4.0,4.0,5.0,3.0
apple,4.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,4.0,4.0,5.0
apple,1.0,4.0,2.0,3.0,2.0
apple,2.0,5.0,3.0,3.0,4.0
apple,4.0,5.0,3.0,5.0,4.0
apple,4.0,4.0,3.0,5.0,3.0
apple,3.0,5.0,4.0,5.0,4.0
apple,4.0,4.0,3.0,4.0,4.0
apple,4.0,4.0,4.0,3.0,5.0
apple,3.0,4.0,2.0,4.0,2.0
apple,5.0,3.0,4.0,4.0,3.0
apple,2.0,5.0,5.0,5.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,3.0
apple,4.0,1.0,2.0,4.0,2.0
apple,2.0,3.0,3.0,3.0,3.0
apple,2.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,4.0,5.0,4.0
apple,4.0,4.0,4.0,4.0,3.0
apple,2.0,4.0,4.0,4.0,2.0
apple,3.0,5.0,2.0,3.0,4.0
apple,2.0,4.0,1.0,4.0,3.0
apple,5.0,5.0,4.0,5.0,5.0
apple,1.0,1.0,1.0,1.0,1.0
apple,3.0,2.0,2.0,4.0,1.0
apple,4.0,4.0,4.0,3.0,3.0
apple,3.0,3.0,3.0,2.0,3.0
apple,3.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,3.0,3.0,3.0,2.0
apple,3.0,5.0,2.0,3.0,2.0
apple,2.0,4.0,2.0,4.0,3.0
apple,4.0,5.0,5.0,5.0,3.0
apple,1.0,5.0,5.0,3.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,4.0,1.0,2.0,1.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,4.0,5.0,5.0
apple,3.0,5.0,4.0,5.0,3.0
apple,3.0,3.0,3.0,3.0,3.0
apple,2.0,5.0,4.0,5.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,3.0,3.0,4.0,3.0,3.0
apple,1.0,1.0,4.0,5.0,1.0
apple,3.0,3.0,3.0,4.0,3.0
apple,3.0,3.0,3.0,3.0,1.0
apple,5.0,4.0,3.0,4.0,5.0
apple,3.0,4.0,2.0,5.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,3.0,4.0,5.0,3.0
apple,4.0,5.0,1.0,5.0,2.0
apple,3.0,5.0,3.0,4.0,4.0
apple,4.0,5.0,4.0,3.0,4.0
apple,2.0,3.0,4.0,5.0,3.0
apple,3.0,3.0,3.0,5.0,3.0
apple,4.0,3.0,1.0,3.0,3.0
apple,4.0,5.0,3.0,3.0,3.0
apple,4.0,4.0,3.0,4.0,4.0
apple,5.0,5.0,2.0,4.0,3.0
apple,4.0,4.0,3.0,3.0,3.0
apple,3.0,5.0,4.0,3.0,3.0
apple,5.0,4.0,4.0,5.0,4.0
apple,2.0,1.0,3.0,3.0,1.0
apple,4.0,5.0,5.0,4.0,4.0
apple,3.0,5.0,3.0,5.0,5.0
apple,4.0,5.0,4.0,5.0,5.0
apple,1.0,3.0,4.0,4.0,4.0
apple,5.0,5.0,3.0,4.0,4.0
apple,4.0,5.0,5.0,4.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,5.0,5.0
apple,2.0,2.0,3.0,5.0,2.0
apple,1.0,5.0,4.0,4.0,4.0
apple,4.0,4.0,4.0,4.0,3.0
apple,1.0,1.0,1.0,3.0,1.0
apple,5.0,4.0,3.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,4.0,5.0
apple,4.0,4.0,3.0,5.0,3.0
apple,5.0,4.0,4.0,4.0,5.0
apple,4.0,5.0,5.0,5.0,5.0
apple,3.0,3.0,3.0,3.0,3.0
apple,1.0,3.0,2.0,2.0,1.0
apple,5.0,5.0,3.0,5.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,1.0,4.0,1.0,1.0,1.0
apple,4.0,5.0,4.0,5.0,4.0
apple,4.0,4.0,4.0,5.0,3.0
apple,1.0,2.0,2.0,3.0,3.0
apple,3.0,5.0,3.0,3.0,3.0
apple,5.0,5.0,4.0,3.0,5.0
apple,2.0,4.0,4.0,4.0,3.0
apple,2.0,5.0,4.0,3.0,4.0
apple,3.0,3.0,2.0,4.0,4.0
apple,4.0,5.0,5.0,5.0,4.0
apple,2.0,5.0,2.0,3.0,3.0
apple,2.0,5.0,3.0,5.0,3.0
apple,3.0,1.0,1.0,4.0,1.0
apple,5.0,5.0,4.0,4.0,5.0
apple,4.0,2.0,2.0,3.0,2.0
apple,3.0,4.0,5.0,4.0,5.0
apple,1.0,2.0,2.0,3.0,3.0
apple,1.0,1.0,5.0,5.0,2.0
apple,2.0,5.0,1.0,3.0,1.0
apple,4.0,5.0,2.0,5.0,3.0
apple,1.0,4.0,3.0,4.0,3.0
apple,3.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,5.0,4.0
apple,4.0,5.0,4.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,2.0,2.0,2.0,1.0
apple,1.0,5.0,1.0,5.0,3.0
apple,3.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,3.0,5.0
apple,3.0,5.0,4.0,4.0,4.0
apple,3.0,2.0,3.0,3.0,3.0
apple,3.0,4.0,4.0,4.0,4.0
apple,1.0,4.0,4.0,3.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,5.0,4.0,5.0,4.0
apple,5.0,5.0,3.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,1.0,2.0,3.0,1.0
apple,1.0,1.0,2.0,1.0,1.0
apple,4.0,4.0,3.0,3.0,4.0
apple,5.0,4.0,2.0,5.0,2.0
apple,3.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,3.0,4.0,2.0
apple,1.0,1.0,3.0,4.0,1.0
apple,4.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,5.0,4.0,5.0
apple,4.0,4.0,4.0,4.0,4.0
apple,2.0,3.0,2.0,3.0,2.0
apple,5.0,5.0,4.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,2.0,4.0
apple,3.0,4.0,3.0,4.0,3.0
apple,3.0,4.0,3.0,3.0,2.0
apple,4.0,5.0,5.0,2.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,3.0,5.0,4.0
apple,1.0,1.0,2.0,4.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,3.0,5.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,5.0,4.0
apple,5.0,5.0,5.0,5.0,4.0
apple,1.0,3.0,5.0,5.0,1.0
apple,1.0,2.0,2.0,3.0,3.0
apple,1.0,1.0,1.0,1.0,1.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,5.0,5.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,5.0,5.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,4.0,2.0,4.0,3.0
apple,3.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,4.0,4.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,3.0,5.0,4.0,3.0,1.0
apple,1.0,4.0,4.0,2.0,4.0
apple,3.0,4.0,4.0,5.0,3.0
apple,2.0,2.0,3.0,5.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,3.0,3.0,3.0,3.0
apple,4.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,4.0,4.0,4.0
apple,4.0,5.0,3.0,5.0,3.0
apple,3.0,4.0,5.0,5.0,4.0
apple,4.0,5.0,4.0,5.0,2.0
apple,3.0,5.0,1.0,5.0,5.0
apple,3.0,5.0,5.0,4.0,5.0
apple,1.0,4.0,3.0,3.0,2.0
apple,2.0,3.0,2.0,4.0,2.0
apple,3.0,5.0,5.0,5.0,5.0
apple,2.0,4.0,2.0,4.0,3.0
apple,3.0,4.0,4.0,4.0,2.0
apple,4.0,5.0,5.0,5.0,4.0
apple,3.0,5.0,4.0,5.0,5.0
apple,4.0,4.0,4.0,4.0,4.0
apple,3.0,3.0,3.0,3.0,4.0
apple,5.0,4.0,4.0,4.0,4.0
apple,3.0,5.0,4.0,5.0,4.0
apple,5.0,4.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,2.0,4.0,3.0,4.0,3.0
apple,2.0,5.0,5.0,3.0,3.0
apple,2.0,3.0,2.0,4.0,2.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,2.0,2.0,3.0,1.0
apple,2.0,4.0,4.0,3.0,3.0
apple,1.0,4.0,3.0,5.0,2.0
apple,4.0,4.0,5.0,4.0,4.0
apple,3.0,5.0,3.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,3.0,3.0,3.0
apple,1.0,2.0,1.0,1.0,1.0
apple,5.0,5.0,2.0,5.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,4.0,4.0,4.0
apple,2.0,2.0,3.0,3.0,2.0
apple,5.0,5.0,5.0,5.0,4.0
apple,3.0,4.0,3.0,3.0,3.0
apple,2.0,3.0,2.0,4.0,1.0
apple,4.0,5.0,4.0,5.0,4.0
apple,1.0,5.0,1.0,5.0,1.0
apple,3.0,5.0,5.0,4.0,4.0
apple,2.0,5.0,5.0,5.0,4.0
apple,5.0,5.0,4.0,4.0,5.0
apple,1.0,1.0,1.0,3.0,1.0
apple,4.0,5.0,4.0,5.0,4.0
apple,4.0,5.0,5.0,5.0,5.0
apple,2.0,5.0,3.0,4.0,3.0
apple,4.0,5.0,5.0,4.0,4.0
apple,2.0,1.0,2.0,4.0,2.0
apple,2.0,3.0,2.0,4.0,4.0
apple,2.0,5.0,3.0,5.0,3.0
apple,4.0,5.0,4.0,4.0,5.0
apple,2.0,4.0,4.0,5.0,1.0
apple,3.0,4.0,4.0,4.0,3.0
apple,4.0,5.0,4.0,4.0,5.0
apple,3.0,3.0,2.0,3.0,2.0
apple,4.0,4.0,3.0,4.0,3.0
apple,3.0,3.0,3.0,3.0,3.0
apple,3.0,4.0,2.0,3.0,3.0
apple,3.0,5.0,4.0,5.0,2.0
apple,1.0,4.0,1.0,5.0,1.0
apple,2.0,5.0,2.0,5.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,3.0,4.0,2.0,3.0,3.0
apple,5.0,2.0,2.0,4.0,2.0
apple,1.0,5.0,3.0,2.0,1.0
apple,5.0,5.0,3.0,4.0,4.0
apple,3.0,4.0,2.0,3.0,2.0
apple,2.0,3.0,4.0,3.0,2.0
apple,4.0,4.0,2.0,4.0,4.0
apple,3.0,4.0,3.0,3.0,3.0
apple,4.0,5.0,4.0,5.0,4.0
apple,3.0,5.0,5.0,3.0,3.0
apple,2.0,5.0,4.0,4.0,4.0
apple,3.0,4.0,2.0,4.0,3.0
apple,3.0,5.0,3.0,5.0,5.0
apple,4.0,5.0,3.0,5.0,5.0
apple,3.0,3.0,3.0,2.0,2.0
apple,5.0,5.0,3.0,3.0,5.0
apple,3.0,3.0,2.0,1.0,2.0
apple,1.0,4.0,3.0,5.0,2.0
apple,4.0,3.0,4.0,4.0,4.0
apple,1.0,3.0,2.0,3.0,3.0
apple,3.0,5.0,5.0,5.0,5.0
apple,2.0,3.0,2.0,1.0,1.0
apple,3.0,5.0,5.0,5.0,5.0
apple,3.0,1.0,4.0,3.0,2.0
apple,2.0,3.0,2.0,3.0,2.0
apple,3.0,4.0,3.0,4.0,3.0
apple,2.0,5.0,5.0,4.0,4.0
apple,5.0,5.0,4.0,4.0,5.0
apple,5.0,5.0,3.0,3.0,5.0
apple,1.0,4.0,2.0,4.0,3.0
apple,3.0,5.0,3.0,5.0,5.0
apple,3.0,5.0,5.0,4.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,3.0,3.0,1.0,1.0
apple,5.0,5.0,3.0,5.0,4.0
apple,5.0,5.0,4.0,2.0,5.0
apple,2.0,1.0,2.0,3.0,1.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,4.0,4.0,3.0
apple,4.0,5.0,3.0,4.0,5.0
apple,3.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,3.0,3.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,4.0,5.0
apple,1.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,5.0,5.0,4.0
apple,2.0,2.0,3.0,4.0,2.0
apple,3.0,5.0,4.0,5.0,5.0
apple,4.0,4.0,4.0,5.0,3.0
apple,4.0,4.0,5.0,5.0,5.0
apple,2.0,3.0,3.0,4.0,1.0
apple,5.0,4.0,1.0,2.0,2.0
apple,4.0,5.0,3.0,4.0,3.0
apple,3.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,5.0,3.0,4.0,5.0
apple,3.0,5.0,4.0,4.0,4.0
apple,3.0,5.0,3.0,3.0,2.0
apple,1.0,1.0,1.0,3.0,1.0
apple,1.0,3.0,4.0,5.0,3.0
apple,3.0,5.0,5.0,5.0,4.0
apple,3.0,5.0,5.0,5.0,4.0
apple,4.0,5.0,4.0,5.0,5.0
apple,5.0,5.0,5.0,5.0,5.0
apple,1.0,1.0,1.0,3.0,1.0
apple,5.0,5.0,2.0,3.0,4.0
apple,3.0,4.0,3.0,4.0,3.0
apple,4.0,5.0,3.0,4.0,4.0
apple,4.0,4.0,4.0,4.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,2.0,3.0,2.0,3.0,4.0
apple,3.0,4.0,3.0,4.0,3.0
apple,3.0,5.0,2.0,2.0,4.0
apple,3.0,3.0,3.0,2.0,2.0
apple,3.0,3.0,3.0,3.0,2.0
apple,5.0,4.0,5.0,5.0,4.0
apple,4.0,5.0,4.0,4.0,3.0
apple,2.0,5.0,4.0,5.0,4.0
apple,4.0,5.0,3.0,5.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,3.0,4.0,4.0,5.0,4.0
apple,4.0,5.0,4.0,4.0,4.0
apple,5.0,5.0,5.0,5.0,5.0
apple,4.0,4.0,3.0,4.0,4.0
apple,4.0,5.0,4.0,5.0,5.0
apple,2.0,5.0,5.0,5.0,2.0
apple,5.0,5.0,5.0,2.0,5.0
apple,2.0,3.0,3.0,3.0,2.0
apple,2.0,4.0,3.0,4.0,3.0
apple,5.0,5.0,5.0,5.0,5.0
apple,5.0,5.0,4.0,4.0,4.0
apple,4.0,4.0,2.0,4.0,3.0
apple,2.0,1.0,4.0,4.0,3.0
apple,1.0,5.0,5.0,5.0,5.0
apple,3.0,5.0,5.0,3.0,1.0
apple,2.0,4.0,4.0,5.0,5.0
